"type","chr","start","end","id","name"
"mirna","chr10",67403351,67403371,"MIMAT0028213","hsa-mir-7151-3p"
"mirna_primary_transcript","chr10",71790747,71790800,"MI0023612","hsa-mir-7152"
"mirna","chr10",71790747,71790768,"MIMAT0028214","hsa-mir-7152-5p"
"mirna","chr10",71790781,71790800,"MIMAT0028215","hsa-mir-7152-3p"
"mirna_primary_transcript","chr10",72721029,72721100,"MI0017307","hsa-mir-4676"
"mirna","chr10",72721038,72721058,"MIMAT0019758","hsa-mir-4676-5p"
"mirna","chr10",72721072,72721093,"MIMAT0019759","hsa-mir-4676-3p"
"mirna","chr10",75552518,75552538,"MIMAT0003274","hsa-mir-606"
"mirna","chr10",86264747,86264769,"MIMAT0000773","hsa-mir-346"
"mirna","chr10",87503890,87503911,"MIMAT0019762","hsa-mir-4678"
"mirna_primary_transcript","chr10",89063335,89063411,"MI0017311","hsa-mir-4679-2"
"mirna_primary_transcript","chr10",89063336,89063410,"MI0017310","hsa-mir-4679-1"
"mirna","chr10",89592756,89592778,"MIMAT0000104","hsa-mir-107"
"mirna_primary_transcript","chr10",96064315,96064399,"MI0014185","hsa-mir-3157"
"mirna","chr10",96064369,96064390,"MIMAT0015031","hsa-mir-3157-5p"
"mirna","chr10",96064321,96064342,"MIMAT0019210","hsa-mir-3157-3p"
"mirna","chr10",96828684,96828704,"MIMAT0003275","hsa-mir-607"
"mirna_primary_transcript","chr10",97875813,97875897,"MI0039500","hsa-mir-3085"
"mirna","chr10",97875860,97875884,"MIMAT0048635","hsa-mir-3085-5p"
"mirna","chr10",97875824,97875844,"MIMAT0048636","hsa-mir-3085-3p"
"mirna_primary_transcript","chr10",98395218,98395307,"MI0006349","hsa-mir-1287"
"mirna","chr10",98395271,98395292,"MIMAT0005878","hsa-mir-1287-5p"
"mirna","chr10",98395232,98395253,"MIMAT0026738","hsa-mir-1287-3p"
"mirna_primary_transcript","chr10",98431292,98431360,"MI0017317","hsa-mir-4685"
"mirna","chr10",98431332,98431357,"MIMAT0019771","hsa-mir-4685-5p"
"mirna","chr10",98431292,98431313,"MIMAT0019772","hsa-mir-4685-3p"
"mirna_primary_transcript","chr10",98924499,98924568,"MI0022219","hsa-mir-6507"
"mirna","chr10",98924543,98924563,"MIMAT0025470","hsa-mir-6507-5p"
"mirna","chr10",98924502,98924523,"MIMAT0025471","hsa-mir-6507-3p"
"mirna","chr10",100975000,100975024,"MIMAT0003276","hsa-mir-608"
"mirna_primary_transcript","chr10",101601417,101601497,"MI0014186","hsa-mir-3158-1"
"mirna_primary_transcript","chr10",101601417,101601497,"MI0014187","hsa-mir-3158-2"
"mirna_primary_transcript","chr10",102436512,102436584,"MI0003129","hsa-mir-146b"
"mirna","chr10",102436520,102436542,"MIMAT0002809","hsa-mir-146b-5p"
"mirna","chr10",102436557,102436578,"MIMAT0004766","hsa-mir-146b-3p"
"mirna_primary_transcript","chr10",103394253,103394401,"MI0006444","hsa-mir-1307"
"mirna","chr10",103394301,103394322,"MIMAT0005951","hsa-mir-1307-3p"
"mirna","chr10",103394341,103394361,"MIMAT0022727","hsa-mir-1307-5p"
"mirna","chr10",104048151,104048172,"MIMAT0004979","hsa-mir-936"
"mirna","chr10",104218849,104218868,"MIMAT0003277","hsa-mir-609"
"mirna_primary_transcript","chr10",104268336,104268405,"MI0016843","hsa-mir-4482"
"mirna","chr10",104268341,104268362,"MIMAT0020958","hsa-mir-4482-3p"
"mirna","chr10",104268377,104268398,"MIMAT0019016","hsa-mir-4482-5p"
"mirna_primary_transcript","chr10",110898090,110898155,"MI0017312","hsa-mir-4680"
"mirna","chr10",110898094,110898116,"MIMAT0019764","hsa-mir-4680-5p"
"mirna","chr10",110898131,110898151,"MIMAT0019765","hsa-mir-4680-3p"
"mirna_primary_transcript","chr10",110988926,110989013,"MI0006344","hsa-mir-548e"
"mirna","chr10",110988978,110988999,"MIMAT0005874","hsa-mir-548e-3p"
"mirna","chr10",110988940,110988961,"MIMAT0026736","hsa-mir-548e-5p"
"mirna_primary_transcript","chr10",112299612,112299688,"MI0022549","hsa-mir-6715b"
"mirna","chr10",112299658,112299678,"MIMAT0025842","hsa-mir-6715b-5p"
"mirna","chr10",112299622,112299643,"MIMAT0025843","hsa-mir-6715b-3p"
"mirna_primary_transcript","chr10",112299612,112299690,"MI0022548","hsa-mir-6715a"
"mirna","chr10",112299660,112299680,"MIMAT0025841","hsa-mir-6715a-3p"
"mirna","chr10",112634180,112634197,"MIMAT0016844","hsa-mir-4295"
"mirna","chr10",113778000,113778016,"MIMAT0019017","hsa-mir-4483"
"mirna","chr10",114174151,114174172,"MIMAT0010133","hsa-mir-2110"
"mirna_primary_transcript","chr10",116827488,116827568,"MI0039502","hsa-mir-9851"
"mirna","chr10",116827534,116827555,"MIMAT0048639","hsa-mir-9851-5p"
"mirna","chr10",116827499,116827520,"MIMAT0048640","hsa-mir-9851-3p"
"mirna_primary_transcript","chr10",117167678,117167774,"MI0016064","hsa-mir-3663"
"mirna","chr10",117167734,117167754,"MIMAT0018084","hsa-mir-3663-5p"
"mirna","chr10",117167695,117167717,"MIMAT0018085","hsa-mir-3663-3p"
"mirna","chr10",119377975,119377996,"MIMAT0019766","hsa-mir-4681"
"mirna","chr10",119958522,119958544,"MIMAT0019767","hsa-mir-4682"
"mirna","chr10",122417024,122417045,"MIMAT0018357","hsa-mir-3941"
"mirna","chr10",125032844,125032860,"MIMAT0016845","hsa-mir-4296"
"mirna","chr10",125819803,125819822,"MIMAT0019018","hsa-mir-4484"
"mirna","chr10",129843349,129843364,"MIMAT0016846","hsa-mir-4297"
"mirna","chr10",130962634,130962658,"MIMAT0016847","hsa-mir-378c"
"mirna_primary_transcript","chr10",133247511,133247620,"MI0003130","hsa-mir-202"
"mirna","chr10",133247572,133247593,"MIMAT0002810","hsa-mir-202-5p"
"mirna","chr10",133247538,133247557,"MIMAT0002811","hsa-mir-202-3p"
"mirna_primary_transcript","chr10",133371556,133371663,"MI0016601","hsa-mir-3944"
"mirna","chr10",133371579,133371601,"MIMAT0018360","hsa-mir-3944-3p"
"mirna","chr10",133371621,133371641,"MIMAT0019231","hsa-mir-3944-5p"
"mirna_primary_transcript","chr11",209336,209406,"MI0022588","hsa-mir-6743"
"mirna","chr11",209341,209362,"MIMAT0027387","hsa-mir-6743-5p"
"mirna","chr11",209383,209405,"MIMAT0027388","hsa-mir-6743-3p"
"mirna_primary_transcript","chr11",568089,568198,"MI0000286","hsa-mir-210"
"mirna","chr11",568112,568133,"MIMAT0000267","hsa-mir-210-3p"
"mirna","chr11",568150,568171,"MIMAT0026475","hsa-mir-210-5p"
"mirna_primary_transcript","chr11",1256605,1256670,"MI0022589","hsa-mir-6744"
"mirna","chr11",1256610,1256628,"MIMAT0027389","hsa-mir-6744-5p"
"mirna","chr11",1256648,1256670,"MIMAT0027390","hsa-mir-6744-3p"
"mirna","chr11",1859505,1859526,"MIMAT0016852","hsa-mir-4298"
"mirna_primary_transcript","chr11",1880045,1880147,"MI0025517","hsa-mir-7847"
"mirna","chr11",1880105,1880125,"MIMAT0030422","hsa-mir-7847-3p"
"mirna_primary_transcript","chr11",1996759,1996831,"MI0005416","hsa-mir-675"
"mirna","chr11",1996800,1996822,"MIMAT0004284","hsa-mir-675-5p"
"mirna","chr11",1996768,1996787,"MIMAT0006790","hsa-mir-675-3p"
"mirna_primary_transcript","chr11",2134134,2134209,"MI0002467","hsa-mir-483"
"mirna","chr11",2134181,2134202,"MIMAT0004761","hsa-mir-483-5p"
"mirna","chr11",2134142,2134162,"MIMAT0002173","hsa-mir-483-3p"
"mirna","chr11",2173072,2173094,"MIMAT0019773","hsa-mir-4686"
"mirna_primary_transcript","chr11",3856062,3856141,"MI0017319","hsa-mir-4687"
"mirna","chr11",3856073,3856094,"MIMAT0019774","hsa-mir-4687-5p"
"mirna","chr11",3856113,3856133,"MIMAT0019775","hsa-mir-4687-3p"
"mirna","chr11",7234771,7234787,"MIMAT0005931","hsa-mir-302e"
"mirna","chr11",9090350,9090371,"MIMAT0022483","hsa-mir-5691"
"mirna_primary_transcript","chr11",10508270,10508326,"MI0016846","hsa-mir-4485"
"mirna","chr11",10508277,10508296,"MIMAT0019019","hsa-mir-4485-3p"
"mirna","chr11",10508305,10508320,"MIMAT0032116","hsa-mir-4485-5p"
"mirna","chr11",11656661,11656678,"MIMAT0016851","hsa-mir-4299"
"mirna","chr11",11783191,11783212,"MIMAT0030997","hsa-mir-8070"
"mirna","chr11",12163692,12163711,"MIMAT0024597","hsa-mir-6124"
"mirna","chr11",15969555,15969574,"MIMAT0023698","hsa-mir-6073"
"mirna","chr11",18387796,18387817,"MIMAT0015033","hsa-mir-3159"
"mirna","chr11",19575314,19575330,"MIMAT0019020","hsa-mir-4486"
"mirna_primary_transcript","chr11",19760004,19760083,"MI0017327","hsa-mir-4694"
"mirna","chr11",19760053,19760074,"MIMAT0019786","hsa-mir-4694-5p"
"mirna","chr11",19760013,19760033,"MIMAT0019787","hsa-mir-4694-3p"
"mirna","chr11",23419160,23419180,"MIMAT0030981","hsa-mir-8054"
"mirna","chr11",27515015,27515037,"MIMAT0031014","hsa-mir-8087"
"mirna","chr11",28056830,28056850,"MIMAT0003278","hsa-mir-610"
"mirna","chr11",28477517,28477538,"MIMAT0030995","hsa-mir-8068"
"mirna_primary_transcript","chr11",34941837,34941920,"MI0017320","hsa-mir-1343"
"mirna","chr11",34941888,34941909,"MIMAT0019776","hsa-mir-1343-3p"
"mirna","chr11",34941851,34941872,"MIMAT0027038","hsa-mir-1343-5p"
"mirna","chr11",36010181,36010203,"MIMAT0019358","hsa-mir-3973"
"mirna_primary_transcript","chr11",43559656,43559753,"MI0003933","hsa-mir-670"
"mirna","chr11",43559675,43559694,"MIMAT0010357","hsa-mir-670-5p"
"mirna","chr11",43559714,43559734,"MIMAT0026640","hsa-mir-670-3p"
"mirna_primary_transcript","chr11",43581394,43581483,"MI0000473","hsa-mir-129-2"
"mirna","chr11",43581450,43581471,"MIMAT0004605","hsa-mir-129-2-3p"
"mirna_primary_transcript","chr11",45691704,45691776,"MI0023614","hsa-mir-7154"
"mirna","chr11",45691754,45691776,"MIMAT0028218","hsa-mir-7154-5p"
"mirna","chr11",45691704,45691723,"MIMAT0028219","hsa-mir-7154-3p"
"mirna","chr11",46376456,46376477,"MIMAT0019777","hsa-mir-4688"
"mirna_primary_transcript","chr11",46451805,46451889,"MI0014189","hsa-mir-3160-1"
"mirna_primary_transcript","chr11",46451807,46451887,"MI0014190","hsa-mir-3160-2"
"mirna_primary_transcript","chr11",46753125,46753192,"MI0019138","hsa-mir-5582"
"mirna","chr11",46753171,46753192,"MIMAT0022279","hsa-mir-5582-5p"
"mirna","chr11",46753125,46753146,"MIMAT0022280","hsa-mir-5582-3p"
"mirna","chr11",47179615,47179635,"MIMAT0027391","hsa-mir-6745"
"mirna","chr11",47401023,47401041,"MIMAT0019021","hsa-mir-4487"
"mirna","chr11",48096791,48096813,"MIMAT0015035","hsa-mir-3161"
"mirna","chr11",56743943,56743961,"MIMAT0024611","hsa-mir-6128"
"mirna_primary_transcript","chr11",57641198,57641286,"MI0000448","hsa-mir-130a"
"mirna","chr11",57641212,57641233,"MIMAT0004593","hsa-mir-130a-5p"
"mirna","chr11",57641252,57641273,"MIMAT0000425","hsa-mir-130a-3p"
"mirna_primary_transcript","chr11",59595077,59595158,"MI0014192","hsa-mir-3162"
"mirna","chr11",59595127,59595149,"MIMAT0015036","hsa-mir-3162-5p"
"mirna","chr11",59595087,59595107,"MIMAT0019213","hsa-mir-3162-3p"
"mirna_primary_transcript","chr11",60209071,60209156,"MI0022215","hsa-mir-6503"
"mirna","chr11",60209118,60209140,"MIMAT0025462","hsa-mir-6503-5p"
"mirna","chr11",60209084,60209104,"MIMAT0025463","hsa-mir-6503-3p"
"mirna","chr11",61508599,61508616,"MIMAT0019022","hsa-mir-4488"
"mirna","chr11",61792500,61792522,"MIMAT0003279","hsa-mir-611"
"mirna_primary_transcript","chr11",61815161,61815240,"MI0008329","hsa-mir-1908"
"mirna","chr11",61815209,61815229,"MIMAT0007881","hsa-mir-1908-5p"
"mirna","chr11",61815172,61815192,"MIMAT0026916","hsa-mir-1908-3p"
"mirna_primary_transcript","chr11",61878216,61878278,"MI0022591","hsa-mir-6746"
"mirna","chr11",61878252,61878273,"MIMAT0027392","hsa-mir-6746-5p"
"mirna","chr11",61878216,61878237,"MIMAT0027393","hsa-mir-6746-3p"
"mirna_primary_transcript","chr11",62567011,62567071,"MI0022592","hsa-mir-6747"
"mirna","chr11",62567043,62567066,"MIMAT0027394","hsa-mir-6747-5p"
"mirna","chr11",62567011,62567031,"MIMAT0027395","hsa-mir-6747-3p"
"mirna_primary_transcript","chr11",62789815,62789885,"MI0022593","hsa-mir-6748"
"mirna","chr11",62789820,62789841,"MIMAT0027396","hsa-mir-6748-5p"
"mirna","chr11",62789865,62789885,"MIMAT0027397","hsa-mir-6748-3p"
"mirna_primary_transcript","chr11",62792702,62792771,"MI0022226","hsa-mir-6514"
"mirna","chr11",62792749,62792771,"MIMAT0025484","hsa-mir-6514-5p"
"mirna","chr11",62792702,62792722,"MIMAT0025485","hsa-mir-6514-3p"
"mirna_primary_transcript","chr11",64341849,64341904,"MI0023615","hsa-mir-7155"
"mirna","chr11",64341886,64341904,"MIMAT0028220","hsa-mir-7155-5p"
"mirna","chr11",64341849,64341867,"MIMAT0028221","hsa-mir-7155-3p"
"mirna_primary_transcript","chr11",64368602,64368703,"MI0006327","hsa-mir-1237"
"mirna","chr11",64368683,64368703,"MIMAT0005592","hsa-mir-1237-3p"
"mirna","chr11",64368651,64368671,"MIMAT0022946","hsa-mir-1237-5p"
"mirna_primary_transcript","chr11",64878523,64878609,"MI0033416","hsa-mir-10392"
"mirna","chr11",64878587,64878609,"MIMAT0041615","hsa-mir-10392-5p"
"mirna","chr11",64878523,64878546,"MIMAT0041616","hsa-mir-10392-3p"
"mirna_primary_transcript","chr11",64891137,64891246,"MI0000234","hsa-mir-192"
"mirna","chr11",64891203,64891223,"MIMAT0000222","hsa-mir-192-5p"
"mirna","chr11",64891159,64891180,"MIMAT0004543","hsa-mir-192-3p"
"mirna_primary_transcript","chr11",64891355,64891439,"MI0000732","hsa-mir-194-2"
"mirna","chr11",64891368,64891389,"MIMAT0004671","hsa-mir-194-3p"
"mirna_primary_transcript","chr11",64898363,64898437,"MI0022595","hsa-mir-6750"
"mirna","chr11",64898409,64898432,"MIMAT0027400","hsa-mir-6750-5p"
"mirna","chr11",64898363,64898383,"MIMAT0027401","hsa-mir-6750-3p"
"mirna_primary_transcript","chr11",64902387,64902455,"MI0022594","hsa-mir-6749"
"mirna","chr11",64902429,64902450,"MIMAT0027398","hsa-mir-6749-5p"
"mirna","chr11",64902387,64902407,"MIMAT0027399","hsa-mir-6749-3p"
"mirna_primary_transcript","chr11",65018505,65018570,"MI0022726","hsa-mir-6879"
"mirna","chr11",65018510,65018531,"MIMAT0027658","hsa-mir-6879-5p"
"mirna","chr11",65018550,65018570,"MIMAT0027659","hsa-mir-6879-3p"
"mirna_primary_transcript","chr11",65129916,65129978,"MI0022596","hsa-mir-6751"
"mirna","chr11",65129951,65129973,"MIMAT0027402","hsa-mir-6751-5p"
"mirna","chr11",65129916,65129936,"MIMAT0027403","hsa-mir-6751-3p"
"mirna","chr11",65444473,65444497,"MIMAT0003280","hsa-mir-612"
"mirna_primary_transcript","chr11",65636310,65636369,"MI0017323","hsa-mir-4690"
"mirna","chr11",65636310,65636331,"MIMAT0019779","hsa-mir-4690-5p"
"mirna","chr11",65636348,65636368,"MIMAT0019780","hsa-mir-4690-3p"
"mirna","chr11",65649197,65649217,"MIMAT0019023","hsa-mir-4489"
"mirna","chr11",66934476,66934497,"MIMAT0015037","hsa-mir-3163"
"mirna","chr11",67045683,67045704,"MIMAT0027622","hsa-mir-6860"
"mirna_primary_transcript","chr11",67490245,67490315,"MI0022597","hsa-mir-6752"
"mirna","chr11",67490250,67490271,"MIMAT0027404","hsa-mir-6752-5p"
"mirna","chr11",67490295,67490315,"MIMAT0027405","hsa-mir-6752-3p"
"mirna_primary_transcript","chr11",68032864,68032922,"MI0022964","hsa-mir-7113"
"mirna","chr11",68032865,68032885,"MIMAT0028123","hsa-mir-7113-5p"
"mirna","chr11",68032900,68032922,"MIMAT0028124","hsa-mir-7113-3p"
"mirna_primary_transcript","chr11",68033897,68033981,"MI0017324","hsa-mir-4691"
"mirna","chr11",68033910,68033932,"MIMAT0019781","hsa-mir-4691-5p"
"mirna","chr11",68033949,68033971,"MIMAT0019782","hsa-mir-4691-3p"
"mirna_primary_transcript","chr11",68044794,68044957,"MI0022598","hsa-mir-6753"
"mirna","chr11",68044794,68044815,"MIMAT0027406","hsa-mir-6753-5p"
"mirna","chr11",68044932,68044953,"MIMAT0027407","hsa-mir-6753-3p"
"mirna","chr11",69083185,69083206,"MIMAT0015038","hsa-mir-3164"
"mirna","chr11",70283986,70284007,"MIMAT0005882","hsa-mir-548k"
"mirna_primary_transcript","chr11",70872270,70872368,"MI0016065","hsa-mir-3664"
"mirna","chr11",70872327,70872348,"MIMAT0018086","hsa-mir-3664-5p"
"mirna","chr11",70872289,70872310,"MIMAT0019220","hsa-mir-3664-3p"
"mirna_primary_transcript","chr11",71473503,71473568,"MI0022599","hsa-mir-6754"
"mirna","chr11",71473508,71473529,"MIMAT0027408","hsa-mir-6754-5p"
"mirna","chr11",71473546,71473567,"MIMAT0027409","hsa-mir-6754-3p"
"mirna","chr11",72072272,72072293,"MIMAT0015039","hsa-mir-3165"
"mirna_primary_transcript","chr11",72615063,72615130,"MI0000261","hsa-mir-139"
"mirna","chr11",72615102,72615124,"MIMAT0000250","hsa-mir-139-5p"
"mirna","chr11",72615066,72615088,"MIMAT0004552","hsa-mir-139-3p"
"mirna","chr11",72783566,72783587,"MIMAT0019783","hsa-mir-4692"
"mirna","chr11",74399301,74399322,"MIMAT0019024","hsa-mir-548al"
"mirna","chr11",74720307,74720328,"MIMAT0019790","hsa-mir-4696"
"mirna","chr11",75335108,75335127,"MIMAT0000756","hsa-mir-326"
"mirna_primary_transcript","chr11",79402022,79402109,"MI0005543","hsa-mir-708"
"mirna","chr11",79402077,79402099,"MIMAT0004926","hsa-mir-708-5p"
"mirna","chr11",79402032,79402053,"MIMAT0004927","hsa-mir-708-3p"
"mirna_primary_transcript","chr11",79422169,79422226,"MI0019133","hsa-mir-5579"
"mirna","chr11",79422206,79422226,"MIMAT0022269","hsa-mir-5579-5p"
"mirna","chr11",79422169,79422190,"MIMAT0022270","hsa-mir-5579-3p"
"mirna","chr11",81890751,81890768,"MIMAT0016853","hsa-mir-4300"
"mirna_primary_transcript","chr11",86278333,86278398,"MI0022600","hsa-mir-6755"
"mirna","chr11",86278338,86278359,"MIMAT0027410","hsa-mir-6755-5p"
"mirna","chr11",86278377,86278398,"MIMAT0027411","hsa-mir-6755-3p"
"mirna","chr11",88176561,88176583,"MIMAT0015040","hsa-mir-3166"
"mirna","chr11",90555785,90555806,"MIMAT0019025","hsa-mir-4490"
"mirna","chr11",90869180,90869198,"MIMAT0005913","hsa-mir-1261"
"mirna_primary_transcript","chr11",93733674,93733764,"MI0006371","hsa-mir-1304"
"mirna","chr11",93733724,93733745,"MIMAT0005892","hsa-mir-1304-5p"
"mirna","chr11",93733691,93733712,"MIMAT0022720","hsa-mir-1304-3p"
"mirna","chr11",94466545,94466566,"MIMAT0005889","hsa-mir-548l"
"mirna","chr11",96341447,96341465,"MIMAT0015041","hsa-mir-1260b"
"mirna","chr11",101519834,101519855,"MIMAT0018195","hsa-mir-3920"
"mirna_primary_transcript","chr11",103849906,103849980,"MI0017326","hsa-mir-4693"
"mirna","chr11",103849915,103849937,"MIMAT0019784","hsa-mir-4693-5p"
"mirna","chr11",103849951,103849973,"MIMAT0019785","hsa-mir-4693-3p"
"mirna","chr11",111347802,111347823,"MIMAT0019026","hsa-mir-4491"
"mirna_primary_transcript","chr11",111512938,111513021,"MI0000742","hsa-mir-34b"
"mirna","chr11",111512950,111512972,"MIMAT0000685","hsa-mir-34b-5p"
"mirna","chr11",111512987,111513008,"MIMAT0004676","hsa-mir-34b-3p"
"mirna_primary_transcript","chr11",111513439,111513515,"MI0000743","hsa-mir-34c"
"mirna","chr11",111513451,111513473,"MIMAT0000686","hsa-mir-34c-5p"
"mirna","chr11",111513484,111513505,"MIMAT0004677","hsa-mir-34c-3p"
"mirna","chr11",113450059,113450078,"MIMAT0016850","hsa-mir-4301"
"mirna_primary_transcript","chr11",118644000,118644079,"MI0022550","hsa-mir-6716"
"mirna","chr11",118644015,118644034,"MIMAT0025844","hsa-mir-6716-5p"
"mirna","chr11",118644048,118644069,"MIMAT0025845","hsa-mir-6716-3p"
"mirna","chr11",118910765,118910781,"MIMAT0019027","hsa-mir-4492"
"mirna_primary_transcript","chr11",119312950,119313012,"MI0022601","hsa-mir-6756"
"mirna","chr11",119312985,119313007,"MIMAT0027412","hsa-mir-6756-5p"
"mirna","chr11",119312950,119312969,"MIMAT0027413","hsa-mir-6756-3p"
"mirna_primary_transcript","chr11",122099757,122099844,"MI0000446","hsa-mir-125b-1"
"mirna","chr11",122099769,122099790,"MIMAT0004592","hsa-mir-125b-1-3p"
"mirna_primary_transcript","chr11",122146522,122146593,"MI0000061","hsa-let-7a-2"
"mirna","chr11",122146523,122146544,"MIMAT0010195","hsa-let-7a-2-3p"
"mirna_primary_transcript","chr11",122152103,122152156,"MI0033673","hsa-mir-10526"
"mirna","chr11",122152103,122152122,"MIMAT0041996","hsa-mir-10526-3p"
"mirna_primary_transcript","chr11",122152229,122152308,"MI0000102","hsa-mir-100"
"mirna","chr11",122152275,122152296,"MIMAT0000098","hsa-mir-100-5p"
"mirna","chr11",122152240,122152261,"MIMAT0004512","hsa-mir-100-3p"
"mirna","chr11",123381441,123381461,"MIMAT0019028","hsa-mir-4493"
"mirna","chr11",126988468,126988489,"MIMAT0015042","hsa-mir-3167"
"mirna","chr11",128522430,128522448,"MIMAT0023715","hsa-mir-6090"
"mirna","chr11",130666745,130666766,"MIMAT0030979","hsa-mir-8052"
"mirna_primary_transcript","chr11",133898504,133898581,"MI0017330","hsa-mir-4697"
"mirna","chr11",133898551,133898572,"MIMAT0019791","hsa-mir-4697-5p"
"mirna","chr11",133898506,133898529,"MIMAT0019792","hsa-mir-4697-3p"
"mirna","chr12",1660316,1660334,"MIMAT0018069","hsa-mir-3649"
"mirna_primary_transcript","chr12",6963699,6963766,"MI0000650","hsa-mir-200c"
"mirna","chr12",6963703,6963724,"MIMAT0004657","hsa-mir-200c-5p"
"mirna","chr12",6963742,6963764,"MIMAT0000617","hsa-mir-200c-3p"
"mirna_primary_transcript","chr12",6964097,6964191,"MI0000457","hsa-mir-141"
"mirna","chr12",6964113,6964134,"MIMAT0004598","hsa-mir-141-5p"
"mirna","chr12",6964155,6964176,"MIMAT0000432","hsa-mir-141-3p"
"mirna_primary_transcript","chr12",9239467,9239551,"MI0015975","hsa-mir-1244-3"
"mirna_primary_transcript","chr12",12111952,12112036,"MI0031511","hsa-mir-1244-4"
"mirna","chr12",12764709,12764728,"MIMAT0003281","hsa-mir-613"
"mirna","chr12",12915882,12915904,"MIMAT0003282","hsa-mir-614"
"mirna","chr12",17673308,17673330,"MIMAT0019359","hsa-mir-3974"
"mirna","chr12",24212471,24212490,"MIMAT0004970","hsa-mir-920"
"mirna","chr12",25874052,25874069,"MIMAT0016855","hsa-mir-4302"
"mirna_primary_transcript","chr12",42323700,42323859,"MI0025521","hsa-mir-7851"
"mirna","chr12",42323740,42323761,"MIMAT0030426","hsa-mir-7851-3p"
"mirna","chr12",47187860,47187882,"MIMAT0019793","hsa-mir-4698"
"mirna","chr12",47364197,47364218,"MIMAT0019029","hsa-mir-4494"
"mirna_primary_transcript","chr12",48132797,48132867,"MI0022217","hsa-mir-6505"
"mirna","chr12",48132800,48132821,"MIMAT0025466","hsa-mir-6505-5p"
"mirna","chr12",48132847,48132867,"MIMAT0025467","hsa-mir-6505-3p"
"mirna","chr12",48654494,48654517,"MIMAT0005881","hsa-mir-1291"
